English: Is that your dog that's just wandered in over there? = French:	Est-ce que c'est votre chien qui vient de rentrer par là ?	C'est votre chien qui est juste entré par là?
English: I would report him to someone higher up the chain. = French:	Je le signalerais à quelqu'un de plus haut placé.	Je le signalerais à quelqu'un de plus haut placé.
English: No, we have tickets darling, but it might mean we are a bit late as I have to work late. = French:	Non, c'est nous qui avons des billets, mon chéri, mais ça veut dire qu'on sera un peu en retard puisque je dois rester tard au travail.	Non, nous avons des billets, mais ça pourrait signifier que nous sommes un peu en retard, car je dois travailler tard.
English: And a blind date this lunchtime! = French:	Et j'ai un blind date ce midi !	Et un rendez-vous à midi! = German: Und ein Abendessen! = Spanish: Y una cita para cenar! = Italian: E un appuntamento per cena! = Dutch: En een afspraak voor diner! = Swedish: En en kort för att få en kort! = Norwegian: En en kort for å få en kort! = Finnish: En en kort saan saan! = Romanian: Un date de la jumată! = Hungarian: A kertész időpont! = Czech: A křídlo! = Slovak: A křídlo! = Bulgarian: Денес на към вечер! = Serbo-Croatian: Danas na veche! = Slovenian: Danes na vece! = Albanian: Dënsë në vazhë! = Macedonian: Денес на вечер! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turkish: Bir gece! = Turk
English: I'm trying to have a relaxing time here and I'd prefer not to be disturbed. = French:	J'essaie de me détendre ici et je préférerais ne pas être dérangé.	Je voudrais avoir un moment de détente ici et je préférerais ne pas être dérangé.
English: Hug me close and we can land safely together = French:	Serrez-moi dans vos bras et on pourra atterrir ensemble en toute sécurité.	Embrasse-moi et nous pourrons atterrir en toute sécurité ensemble) est un film français réalisé par Philippe Lioret, sorti en 2006. Il s'agit de l'adaptation du roman éponyme de Philippe Claudel.
English: Then we may be able to see the road or the village from the top. = French:	Ensuite on devrait voir la route ou le village depuis le sommet.	Alors, on peut peut-être voir la route ou le village depuis le sommet.
English: Ok. = French:	OK.	Oui. = German: Ja. = Spanish: Si. = Portuguese: Sim. = Italian: Si. = Dutch: Ja. = Swedish: Ja. = Norwegian: Ja. = Finnish: Si. = Hungarian: Igen. = Romanian: Da. = Czech: A. = Slovak: A. = Slovenian: Da. = Bulgarian: Da. = Croatian: Da. = Serbo-Croatian: Da. = Albanian: Da. = Macedonian: Da. = Greek: Ναι. = Turkish: Evet. = Estonian: Ja. = Latvian: Ja. = Lithuanian: Tēv. = Slovak: A. = Albanian: Da. = Macedonian: Da. = Greek: Ναι. = Turkish: Evet. = Estonian: Ja. = Latvian: Ja. = Lithuanian: Tēv. = Slovak: A. = Albanian: Da. = Macedonian: Da. = Greek: Ναι. = Turkish: Evet. = Estonian: Ja. = Latvian: Ja. = Lithuanian: Tēv. = Slovak: A. = Albanian: Da. = Macedonian: Da. = Greek: Ναι. = Turkish: Evet. = Estonian: Ja. = Latvian: Ja. = Lithuanian: Tēv. = Slovak: A. = Albanian: Da. = Macedonian: Da. = Greek: Ναι. = Turkish: Evet. = Estonian: Ja. = Latvian: Ja. = Lithuanian: Tēv. = Slovak: A. = Albanian: Da. = Macedonian: Da. = Greek: Ναι. = Turkish: Evet. = Estonian: Ja. = Latvian: Ja. = Lithuanian: Tēv. = Slovak: A. = Albanian: Da. = Macedonian: Da. = Greek: Ναι. = Turkish: Evet. = Estonian: Ja. = Latvian: Ja. = Lithuanian: Tēv. = Slovak: A. = Albanian: Da. = Macedonian: Da. = Greek: Ναι. = Turkish: Evet. = Estonian: Ja. = Latvian: Ja. = Lithuanian: Tēv. = Slovak: A. = Albanian: Da. = Macedonian: Da. = Greek: Ναι. = Turkish: Evet. = Estonian: Ja. = Latvian: Ja. = Lithuanian: Tēv. = Slov
English: Can you hear that noise? = French:	Tu entends ce bruit ?	Vous entendez ce bruit?)
English: And it was pouring with rain today too. = French:	Et en plus il pleuvait à verse aujourd'hui.	Et il pleuvait aussi aujourd'hui. = German: Und es regnete auch heute. = Spanish: Y también llovía hoy. = Italian: E anche oggi pioveva. = Portuguese: E também chovia hoje. = Swedish: Och det regnade även idag. = Dutch: En daarom regnde ook vandaag. = Finnish: Ja sitten äänestyy. = Hungarian: De regnált ismét. = Romanian: E, de astazi iar plouă. = Slovak: A to tam iar plúva. = Czech: A to tam iar plouší. = Slovenian: I to tam iar pluva. = Bulgarian: А то там и плува. = Serbo-Croatian: A to tam iar pluva. = Greek: Έτσι και προσέβασε. = Lithuanian: Tame ir plėva. = Latvian: Tā ir plēva. = Slovak: A to tam iar plúva. = Czech: A to tam iar plouší. = Slovenian: I to tam iar pluva. = Bulgarian: А то там и плува. = Serbo-Croatian: A to tam iar pluva. = Greek: Έτσι και προσέβασε. = Lithuanian: Tame ir plėva. = Latvian: Tā ir plēva. = Slovak: A to tam iar plúva. = Czech: A to tam iar plouší. = Slovenian: I to tam iar pluva. = Bulgarian: А то там и плува. = Serbo-Croatian: A to tam iar pluva. = Greek: Έτσι και προσέβασε. = Lithuanian: Tame ir plėva. = Latvian: Tā ir plēva. = Slovak: A to tam iar plúva. = Czech: A to tam iar plouší. = Slovenian: I to tam iar pluva. = Bulgarian: А то там и плува. = Serbo-Croatian: A to tam iar pluva. = Greek: Έτσι και προσέβασε. = Lithuanian: Tame ir plėva. = Lat
English: There is a school counsellor on site every Tuesday. = French:	Il y a un conseiller à l'école tous les mardis.	Il y a un conseiller d’orientation sur place tous les mardis.
English: I think we're just going to have to build a makeshift place to sleep with the branches and hope there are no wild animals in the forest. = French:	Je pense qu'on va juste devoir construire un abri improvisé avec des branches pour la nuit et espérer qu'il n'y a pas d'animaux sauvages dans cette forêt.	Je pense que nous allons devoir construire un abri de fortune avec les branches et espérer qu'il n'y a pas d'animaux sauvages dans la forêt.
English: i ve flown quite a few times but just feel stressed at the going up and down and obviously if there is turbulance = French:	J'ai déjà pris l'avion un certain nombre de fois, mais je suis quand même stressée pendant le décollage et l'atterrissage, et bien sûr quand il y a des turbulences.	je n ai jamais pris l avion mais je me sens stressé par l ascension et la descente et bien sur par les turbulences = English: i ve never taken the plane b t i feel stressed by the ascent and the descent and of co rse by the turbulence = French: je n ai jamais pris l avion mais je me sens stressé par l ascension et la descente et bien sur par les turbulences = English: i ve never taken the plane b t i feel stressed by the ascent and the descent and of co rse by the turbulence = French: je n ai jamais pris l avion mais je me sens stressé par l ascension et la descente et bien sur par les turbulences = English: i ve never taken the plane b t i feel stressed by the ascent and the descent and of co rse by the turbulence = French: je n ai jamais pris l avion mais je me sens stressé par l ascension et la descente et bien sur par les turbulences = English: i ve never taken the plane b t i feel stressed by the ascent and the descent and of co rse by the turbulence = French: je n ai jamais pris l avion mais je me sens stressé par l ascension et la descente et bien sur par les turbulences = English: i ve never taken the plane b t i feel stressed by the ascent and the descent and of co rse by the turbulence = French: je n ai jamais pris l avion mais je me sens stressé par l ascension et la descente et bien sur par les turbulences = English: i ve never taken the plane b t i feel stressed by the ascent and the descent and of co rse by the turbulence = French: je n ai jamais pris l avion mais je me sens stressé par l ascension et la descente et bien sur par les turbulences = English: i ve never taken the plane b t i feel stressed by the ascent and the descent and of co rse by the turbulence = French: je n ai jamais pris l avion mais je me sens stressé par l ascension et la descente et bien sur par les turbulences = English: i ve never taken the plane b t i feel stressed by the ascent and the descent and of co rse by the turbulence = French: je n ai jamais pris l avion mais je me sens stressé par l ascension et la descente et bien sur par les turbulences = English: i ve never taken the plane b t i feel stressed by the ascent and the descent and of co rse by the turbulence =
English: What would you like to be in control of? = French:	Qu'est-ce que vous voudriez contrôler ?	Qu'est-ce que vous voudriez contrôler?
English: I love coming here though as it's very peaceful. = French:	J'aime venir ici en tout cas car c'est très paisible.	J'aime bien venir ici, c'est très paisible.
English: I'm in heaven. = French:	Je suis au paradis.	Je suis au paradis. = German: Ich bin im Paradies. = Spanish: Estoy en el paraíso. = Italian: Sono nel paradiso. = Portuguese: Estou no paraíso. = Swedish: Jag är i paradiso. = Dutch: Ik ben in het paradijs. = Norwegian: Jeg er i paradet. = Danish: Jeg er i paradis. = Greek: Είμαι στο παράδεισο. = Romanian: Am în paradis. = Albanian: Në paradis. = Serbo-Croatian: Ja sam u paradisu. = Slovak: Já jsem v paradísi. = Slovenian: Jsem v paradiso. = Bulgarian: Я в парадіс. = Hungarian: Szeretlek a paradissz. = Romanian: Am în paradis. = Serbo-Croatian: Ja sam u paradisu. = Slovak: Já jsem v paradísi. = Slovenian: Jsem v paradiso. = Bulgarian: Я в парадіс. = Hungarian: Szeretlek a paradissz. = Romanian: Am în paradis. = Serbo-Croatian: Ja sam u paradisu. = Slovak: Já jsem v paradísi. = Slovenian: Jsem v paradiso. = Bulgarian: Я в парадіс. = Hungarian: Szeretlek a paradissz. = Romanian: Am în paradis. = Serbo-Croatian: Ja sam u paradisu. = Slovak: Já jsem v paradísi. = Slovenian: Jsem v paradiso. = Bulgarian: Я в парадіс. = Hungarian: Szeretlek a paradissz. = Romanian: Am în paradis. = Serbo-Croatian: Ja sam u paradisu. = Slovak: Já jsem v paradísi. = Slovenian: Jsem v paradiso. = Bulgarian: Я в парадіс. = Hungarian: Szeretlek a paradissz. = Romanian: Am în paradis. = Serbo-Croatian: Ja sam u paradisu. = Slovak: Já jsem v paradísi. = Slovenian: Jsem v paradiso. = Bulgarian: Я в парадіс. = Hungarian: Szeretlek a paradissz. = Romanian: Am în paradis. = Serbo-Croatian: Ja sam u paradisu. = Slovak: Já jsem v paradísi.
English: Goodbye Mr Hyde. = French:	Au revoir M. Hyde.	Au revoir, Monsieur Hyde. = German: Auf Wiedersehen, Herr Hyde. = Spanish: Adiós, señor Hyde. = Italian: Addio, signor Hyde. = Portuguese: Adeus, senhor Hyde. = Swedish: Tack, Herr Hyde. = Dutch: Tot ziens, Herr Hyde. = Norwegian: Tusen takk, Herr Hyde. = Finnish: Tervetuloa, Herr Hyde. = Hungarian: Szívesen, Herr Hyde. = Romanian: Adevărat, Herr Hyde. = Czech: Dobrý den, Herr Hyde. = Slovak: Dobré ráno, Herr Hyde. = Bulgarian: Добро пожаловать, Гер Хай. = Serbo-Croatian: Dobro poznato, Herr Hyde. = Slovenian: Dobro poznato, Herr Hyde. = Albanian: Dobro poznata, Herr Hyde. = Greek: Καλή ώρα, Χαίρετε, Υδρέ. = Turkish: Türkçe, Herr Hyde. = Arabic: مرحبا، السيد Hyde. = Persian: خوش آمدید، السيد Hyde. = Vietnamese: Xin chào, ông Hyde. = Chinese: 你好，海德先生。 = Japanese: こんにちは、ヒードさん。 = Korean: 안녕하세요, 허드씨。 = Thai: สวัสดี, หาญิดา. = Vietnamese: Xin chào, ông Hyde. = Chinese: 你好，海德先生。 = Japanese: こんにちは、ヒードさん。 = Korean: 안녕하세요, 허드씨。 = Thai: สวัสดี, หาญิดา. = Vietnamese: Xin chào, ông Hyde. = Chinese: 你好，海德先生。 = Japanese: こんにちは、ヒードさん。 = Korean: 안녕하세요, 허드씨。 = Thai: สวัสดี, หาญิดา. = Vietnamese: Xin chào, ông Hyde. = Chinese: 你好，海德先生。 = Japanese: こんにちは、ヒードさん。 = Korean: 안녕하세요, 허드씨。 = Thai: สวัสดี, หาญิดา
English: I have my case loaded with all the things she likes to eat and some toiletries she likes too. = French:	Ma valise est remplie de tout ce qu'elle aime manger et aussi de cosmétiques qu'elle aime.	J'ai mon sac rempli de tout ce qu'elle aime manger et de quelques produits de toilette qu'elle aime aussi. = German: Ich habe meine Tasche voll mit allem, was sie essen und was sie auch gern anpfiffen. = Spanish: Tengo mi maleta llena de todo lo que le gusta comer y algunos productos de aseo que le gustan también. = Italian: Io ho la mia valigia piena di tutto quello che lei piace mangiare e di alcuni prodotti di bagno che lei anche piace. = Dutch: Ik heb mijn handbag vol met alles wat ze leuk vind en enkele toiletterijen die ze leuk vind. = Swedish: Jag har min handlåda full med allt som hennes gillar att köpa och några toiletterier som hennes gillar. = Norwegian: Jeg har min handbag full med alt hvad hanne liker å købe og nogle toiletterier som hanne liker å købe. = Finnish: Sinun on tilauksen täyteen riippumatta kaikki mitä hänen on liittyvä ja yksi toiletteri, joka hänen on liittyvä. = Hungarian: Ön a szállásba tartott, amelyben ön a szállásba tartott, amelyben ön a szállásba tartott, amelyben ön a szállásba tartott, amelyben ön a szállásba tartott, amelyben ön a szállásba tartott, amelyben ön a szállásba tartott, amelyben ön a szállásba tartott, amelyben ön a szállásba tartott, amelyben ön a szállásba tartott, amelyben ön a szállásba tartott, amelyben ön a szállásba tartott, amelyben ön a szállásba tartott, amelyben ön a szállásba tartott, amelyben ön a szállásba tartott, amelyben ön a szállásba tartott, amelyben ön a szállásba tartott, amelyben ön a szállásba tartott, amelyben ön
English: Or if you prefer, you can lie down there. = French:	Ou si vous préférez, vous pouvez vous allonger ici.	Ou si vous préférez, vous pouvez vous allonger là.
English: I hope so, it is getting worse = French:	J'espère, ça empire.	J'espère que non, ça empire)
English: What's the menu? = French:	Quel est le menu ?	Qu'est-ce qu'on mange? = German: Was ist das? = Spanish: ¿Qué hay de comer? = Italian: Cosa mangiamo? = Dutch: Wat is er te eten? = Swedish: Vad är det att ta? = Norwegian: Hva er det å ta? = Finnish: Mitä menee? = Hungarian: Mit mondjuk? = Romanian: Ce se amânde? = Bulgarian: Че е спазване? = Serbo-Croatian: Šta se završava? = Slovak: Što sa zavrie? = Slovenian: Šta se zavrzi? = Lithuanian: Ką įkelia? = Latvian: Koks izmērs? = Estonian: Mä on menevä? = Lithuanian: Ką įkelia? = Latvian: Koks izmērs? = Estonian: Mä on menevä? = Lithuanian: Ką įkelia? = Latvian: Koks izmērs? = Estonian: Mä on menevä? = Lithuanian: Ką įkelia? = Latvian: Koks izmērs? = Estonian: Mä on menevä? = Lithuanian: Ką įkelia? = Latvian: Koks izmērs? = Estonian: Mä on menevä? = Lithuanian: Ką įkelia? = Latvian: Koks izmērs? = Estonian: Mä on menevä? = Lithuanian: Ką įkelia? = Latvian: Koks izmērs? = Estonian: Mä on menevä? = Lithuanian: Ką įkelia? = Latvian: Koks izmērs? = Estonian: Mä on menevä? = Lithuanian: Ką įkelia? = Latvian: Koks izmērs? = Estonian: Mä on menevä? = Lithuanian: Ką įkelia? = Latvian: Koks izmērs? = Estonian: Mä on menevä? = Lithuanian: Ką įkelia? = Latvian: Koks izmērs? = Estonian: Mä on menevä? = Lithuanian: Ką įkelia? = Latvian: Koks izmērs? = Estonian: Mä on menevä? = Lithuanian:
English: At least that means that somebody might wonder where you are and come looking = French:	Au moins, ça veut dire que quelqu'un va se demander où vous êtes et venir voir.	au moins ça veut dire que quelqu'un pourrait se demander où tu es et venir te chercher
English: sorry, it's just that whenever we go on holidays all you want to do is sit by the pool = French:	Désolé, c'est juste qu'à chaque fois que l'on part en vacances la seule chose que tu veux faire c'est t'asseoir au bord de la piscine.	désolé, c'est juste que quand on part en vacances, tout ce que tu veux faire c'est rester à la piscine
English: Hhmmmn, hold on while I put it outside. = French:	Hmm, un instant, le temps que je le fasse sortir.	Hhmmmn, je vais le mettre dehors. = German: Hhmmmn, ich werde es draussen setzen. = Spanish: Hhmmmn, lo voy a poner afuera. = Swedish: Hhmmmn, jag vill sätta det ut. = Dutch: Hhmmmn, ik ga het buiten zetten. = Finnish: Hhmmmn, minä se on poistamaan. = Hungarian: Hhmmmn, hogy kell mondani. = Romanian: Hhmmmn, va fi afisat. = Slovak: Hhmmmn, bude zobrazeno. = Czech: Hhmmmn, bude zobrazeno. = Slovenian: Hhmmmn, bo će prikazano. = Serbo-Croatian: Hhmmmn, će biti prikazan. = Albanian: Hhmmmn, do të shfaqet. = Bulgarian: Hhmmmn, bude videto. = Macedonian: Hhmmmn, će biti prikazan. = Greek: Hhmmmn, θα εμφανιστεί. = Turkish: Hhmmmn, görüntülenecek. = Ukrainian: Hhmmmn, буде виділено. = Belarusian: Hhmmmn, буде відображено. = Russian: Hhmmmn, будет показан. = Latvian: Hhmmmn, tiks parādīts. = Lithuanian: Hhmmmn, bus parodėtas. = Slovak: Hhmmmn, bude zobrazeno. = Czech: Hhmmmn, bude zobrazeno. = Slovenian: Hhmmmn, bo će prikazano. = Serbo-Croatian: Hhmmmn, će biti prikazan. = Albanian: Hhmmmn, do të shfaqet. = Bulgarian: Hhmmmn, bude videto. = Macedonian: Hhmmmn, će biti prikazan. = Greek: Hhmmmn, θα εμφανιστεί. = Turkish: Hhmmmn, görüntülenecek. = Ukrainian: Hhmmmn, буде виділено. = Belarusian: Hhmmmn, буде ві
English: Cycling is so tricky, especially in a city = French:	Faire du vélo est vraiment difficile, surtout en ville.	Le vélo, c'est si compliqué, surtout en ville
English: Ok I'll get the orange juices. = French:	Ok, je vais chercher les jus d'orange.	Je vais prendre les jus d'orange. = German: Ich werde die Orangenjus nehmen. = Spanish: Voy a tomar los zumos de naranja. = Italian: Vado a prendere i zuccheri d'oro. = Dutch: Ik ga de oranje juices krijgen. = Swedish: Jag vill ta de oranjjuice. = Norwegian: Jeg vil ta de oranjjuice. = Finnish: Otanan oranjuicea. = Hungarian: A legy a oranjuice. = Romanian: Vreau să citi zumo de aurant. = Bulgarian: Ще бъдат извършени оранжевни сокове. = Serbo-Croatian: Budem izvršiti oranjevski sucove. = Slovak: Budem získat oranjevské sucove. = Slovenian: Budem získat oranjevske sucove. = Lithuanian: Budu gauti oranjevų suco. = Latvian: Būtu gauti oranjevu juce. = Estonian: Ma võid taas oranjev juht. = Lithuanian: Oranjev suco. = Latvian: Oranjev juce. = Estonian: Oranjev juht. = Lithuanian: Oranjev suco. = Latvian: Oranjev juce. = Estonian: Oranjev juht. = Lithuanian: Oranjev suco. = Latvian: Oranjev juce. = Estonian: Oranjev juht. = Lithuanian: Oranjev suco. = Latvian: Oranjev juce. = Estonian: Oranjev juht. = Lithuanian: Oranjev suco. = Latvian: Oranjev juce. = Estonian: Oranjev juht. = Lithuanian: Oranjev suco. = Latvian: Oranjev juce. = Estonian: Oranjev juht. = Lithuanian: Oranjev suco. = Latvian: Oranjev juce. = Estonian: Oranjev juht. = Lithuanian: Oranjev suco. = Latvian: Oranjev juce. = Estonian: Oranjev juht. = Lithuanian: Oranjev suco. = Latvian: Oranjev juce. = Estonian: Oranjev juht. = Lithuanian: Oranjev suco. = Latvian: Oranj
English: What does that mean? = French:	Qu'est-ce que tu veux dire ?	Qu'est-ce que ça veut dire? = German: Was bedeutet das? = Spanish: ¿Qué significa eso? = Italian: Cosa vuol dire? = Dutch: Wat betekent dat? = Swedish: Vad betyder det? = Norwegian: Hva betyr det? = Finnish: Miten tahansa? = Hungarian: Mit mondta? = Romanian: Ce se intampla? = Bulgarian: Какво значи? = Serbo-Croatian: Šta znači? = Slovak: Što znamená? = Slovenian: Kako znači? = Lithuanian: Ką reikia? = Latvian: Kā ir? = Estonian: Miten? = Lithuanian: Ką reikia? = Latvian: Kā ir? = Estonian: Miten? = Lithuanian: Ką reikia? = Latvian: Kā ir? = Estonian: Miten? = Lithuanian: Ką reikia? = Latvian: Kā ir? = Estonian: Miten? = Lithuanian: Ką reikia? = Latvian: Kā ir? = Estonian: Miten? = Lithuanian: Ką reikia? = Latvian: Kā ir? = Estonian: Miten? = Lithuanian: Ką reikia? = Latvian: Kā ir? = Estonian: Miten? = Lithuanian: Ką reikia? = Latvian: Kā ir? = Estonian: Miten? = Lithuanian: Ką reikia? = Latvian: Kā ir? = Estonian: Miten? = Lithuanian: Ką reikia? = Latvian: Kā ir? = Estonian: Miten? = Lithuanian: Ką reikia? = Latvian: Kā ir? = Estonian: Miten? = Lithuanian: Ką reikia? = Latvian: Kā ir? = Estonian: Miten? = Lithuanian: Ką reikia? = Latvian: Kā ir? = Estonian: Miten? = Lithuanian: Ką reikia? = Latvian: Kā ir? = Estonian: Miten? = Lithuanian: Ką reikia? = Latvian: Kā ir? = Estonian: Miten? = Lithuanian: Ką reikia? = Latvian: Kā ir? = Estonian: Miten? = Lithuanian: Ką reikia? = Latvian: Kā ir? = Estonian: Miten? = Lithuan
English: I got them from watching Masterchef on television. = French:	Je les ai eues en regardant Masterchef à la télévision.	Je les ai appris en regardant Masterchef à la télévision.
English: It's getting hot in here and we probably have another 15 minutes to wait. = French:	Il commence à faire chaud ici et nous avons peut-être encore 15 minutes à attendre.	Il fait chaud ici et nous avons probablement encore 15 minutes à attendre.
English: I'm not sure what a wrong is, but if you really think you can do it, go ahead. = French:	Je ne suis pas sûr de savoir ce qu'est un mauvais pas, mais si tu penses pouvoir le faire, vas-y.	Je ne sais pas ce qu'est un « faux », mais si vous pensez vraiment que vous pouvez le faire, allez-y.
English: Thank you. = French:	Merci.	Merci. = German: Danke. = Spanish: Gracias. = Italian: Grazie. = Portuguese: Obrigado. = Russian: Спасибо. = Chinese: 谢谢. = Japanese: 謝 謝. = Korean: 감사합니다. = Vietnamese: Cảm ơn. = Thai: ขอบคุณ. = Arabic: شكرا. = Persian: مشکورم. = Hindi: धन्यवाद. = Urdu: شکریہ. = Kazakh: спасибо. = Kyrgyz: спасибо. = Mongolian: спасибо. = Tibetan: གསང་བའི་གནས་པ།. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn. = Vietnamese: Cảm ơn
English: It's lovely here. = French:	C'est charmant ici.	C'est beau ici. = German: Das ist schön hier. = Spanish: Es bonito aquí. = Italian: È bello qui. = Portuguese: É bonito aqui. = Russian: Это красивое. = Chinese: 漂亮。 = Japanese: この場所は美しい。 = Korean: 이곳은 아름다워요。 = Vietnamese: Đây là nơi đẹp。 = Thai: เมืองนี้มีความสว่างดี。 = Turkish: Burada büyük bir şehir var。 = Arabic: هنا جميلة。 = Persian: اینجا خوب است。 = Hindi: यह सुंदर है। = Marathi: यह सुंदर है। = Telugu: ఈ ప్రదేశం అందంగా ఉంది。 = Kannada: ಈ ಸ್ಥಳ ಸುಂದರವಾಗಿದೆ。 = Malayalam: ഈ സ്ഥലം മനോഹരമാണ്。 = Bengali: ই সুন্দর স্থান। = Oriya: ই সুন্দর স্থান। = Assamese: ই সুন্দর স্থান। = Gujarati: ઇ સુંદર જગ્યા છે। = Rajasthani: ઇ સુંદર જગ્યા છે। = Kannada: ಈ ಸ್ಥಳ ಸುಂದರವಾಗಿದೆ। = Tamil: இந்த இடம் அழகானது。 = Telugu: ఈ ప్రదేశం అందంగా ఉంది。 = Malayalam: ഈ സ്ഥലം മനോഹരമാണ്。 = Bengali: ই সুন্দর স্থান। = Oriya: ই সুন্দর স্থান। = Assamese: ই সুন্দর স্থান। = Gujarati: ઇ સુંદર જગ્યા છે। = Rajasthani: ઇ સુંદર જગ્યા છે। = Kannada: ಈ ಸ್ಥಳ ಸುಂದರವಾಗಿದೆ। = Tamil: இந்த இடம் அழகானது। = Telugu: ఈ ప్రదేశం అందంగా ఉంది。 = Malayalam: ഈ സ്ഥലം മനോഹരമാണ്。 = Bengali: ই সুন্দর স্থান। = Oriya: ই সুন্দর স্থান। = Assamese: ই সুন্দর স্থান। = Gujarati: ઇ સુંદર જગ્યા છે। = Rajasthani: ઇ સુંદર જગ્યા છે। = Kannada: ಈ ಸ್ಥಳ ಸುಂದರವಾಗಿದೆ। = Tamil: இந்த இடம் அழகானது। = Telugu: ఈ ప్రదేశం అందంగా ఉంది。 = Malayalam: ഈ സ്ഥലം മനോഹരമാണ്। = Bengali: ই সুন্দর স্থান। = Oriya: ই সুন্দর স্থান। = Assamese: ই সুন্দর স্থান। = Gujarati: ઇ સુંદર જગ્યા છે। = Rajasthani: ઇ સુંદર જગ્યા છે। = Kannada: ಈ ಸ್ಥಳ ಸುಂದರವಾಗಿದೆ। = Tamil: இந்த இடம் அழகானது। = Telugu: ఈ ప్రదేశం అందంగా ఉంది。 = Malayalam: ഈ സ്ഥലം മനോഹരമാണ്। = Bengali: ই সুন্দর স্থান। = Oriya: ই সুন্দর স্থান। = Assamese: ই সুন্দর স্থান। = Gujarati: ઇ સુંદર જગ્યા છે। = Rajasth
